geo_value,time_value,value,stderr,sample_size
42075,20200411,1.098416,,
42075,20200412,1.207181,,
42075,20200413,1.302412,,
42075,20200414,1.551906,,
42075,20200415,1.897754,,
42075,20200416,2.204521,,
42075,20200417,2.804116,,
42075,20200418,3.46701,,
42075,20200419,3.860561,,
42075,20200420,4.291686,,
42075,20200421,4.735601,,
42075,20200422,5.055714,,
42075,20200423,5.19694,,
42075,20200424,5.454309,,
42075,20200425,5.707258,,
42075,20200426,5.911176,,
42075,20200427,6.05734,,
42075,20200428,6.27445,,
42075,20200429,6.349491,,
42075,20200430,6.613298,,
42075,20200501,6.772279,,
42075,20200502,6.252788,,
42075,20200503,5.584534,,
42075,20200504,5.095121,,
42075,20200505,4.550963,,
42075,20200506,4.017588,,
42075,20200507,3.663689,,
42075,20200508,3.545048,,
42075,20200509,3.336205,,
42075,20200510,3.134527,,
42075,20200511,2.884455,,
42075,20200512,2.566165,,
42075,20200513,2.328794,,
42075,20200514,2.065754,,
42075,20200515,2.677483,,
42075,20200516,2.833746,,
42075,20200517,2.962065,,
42075,20200518,2.390752,,
42075,20200519,2.204546,,
42075,20200520,2.596044,,
42075,20200521,3.057356,,
42075,20200522,2.979114,,
42075,20200523,2.880548,,
42075,20200524,2.726834,,
42075,20200525,2.760577,,
42075,20200526,2.821514,,
42075,20200527,3.050306,,
42075,20200528,3.010576,,
42075,20200529,2.775423,,
42075,20200530,2.531247,,
42075,20200531,2.302658,,
42075,20200601,2.034029,,
42075,20200602,1.621876,,
42075,20200603,1.253282,,
42075,20200604,1.100449,,
42075,20200605,1.226715,,
42075,20200606,1.404981,,
42075,20200607,1.534633,,
42075,20200608,1.686975,,
42075,20200609,1.894143,,
42075,20200610,2.24149,,
42075,20200611,2.877958,,
42077,20200201,0.0,,
42077,20200202,0.0,,
42077,20200203,0.0,,
42077,20200204,0.0,,
42077,20200205,0.0,,
42077,20200206,0.0,,
42077,20200207,0.0,,
42077,20200208,0.0,,
42077,20200209,0.0,,
42077,20200210,0.0,,
42077,20200211,0.0,,
42077,20200212,0.0,,
42077,20200213,0.0,,
42077,20200214,0.0,,
42077,20200215,0.0,,
42077,20200216,0.0,,
42077,20200217,0.0,,
42077,20200218,0.0,,
42077,20200219,0.0,,
42077,20200220,0.0,,
42077,20200221,0.0,,
42077,20200222,0.0,,
42077,20200223,0.0,,
42077,20200224,0.0,,
42077,20200225,0.0,,
42077,20200226,0.0,,
42077,20200227,0.0,,
42077,20200228,0.0,,
42077,20200229,0.0,,
42077,20200301,0.0,,
